Year,Datetime,Stage,Stadium,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name
1970.0,21 Jun 1970 - 12:00 ,Final,Estadio Azteca,Brazil,4.0,1.0,Italy
1974.0,13 Jun 1974 - 17:00 ,Group 2,Waldstadion,Brazil,0.0,0.0,Yugoslavia
1974.0,14 Jun 1974 - 16:00 ,Group 1,Olympiastadion,Germany FR,1.0,0.0,Chile
1974.0,14 Jun 1974 - 19:30 ,Group 1,Volksparkstadion,German DR,2.0,0.0,Australia
1974.0,14 Jun 1974 - 19:30 ,Group 2,Westfalenstadion,Zaire,0.0,2.0,Scotland
1974.0,15 Jun 1974 - 16:00 ,Group 3,Niedersachsenstadion,Uruguay,0.0,2.0,Netherlands
1974.0,15 Jun 1974 - 16:00 ,Group 3,Rheinstadion,Sweden,0.0,0.0,Bulgaria
1974.0,15 Jun 1974 - 18:00 ,Group 4,Olympiastadion,Italy,3.0,1.0,Haiti
1974.0,15 Jun 1974 - 18:00 ,Group 4,Neckarstadion,Poland,3.0,2.0,Argentina
1974.0,18 Jun 1974 - 16:00 ,Group 1,Volksparkstadion,Australia,0.0,3.0,Germany FR
1974.0,18 Jun 1974 - 19:30 ,Group 2,Waldstadion,Scotland,0.0,0.0,Brazil
1974.0,18 Jun 1974 - 19:30 ,Group 1,Olympiastadion,Chile,1.0,1.0,German DR
1974.0,18 Jun 1974 - 19:30 ,Group 2,Parkstadion,Yugoslavia,9.0,0.0,Zaire
1974.0,19 Jun 1974 - 19:30 ,Group 3,Westfalenstadion,Netherlands,0.0,0.0,Sweden
1974.0,19 Jun 1974 - 19:30 ,Group 3,Niedersachsenstadion,Bulgaria,1.0,1.0,Uruguay
1974.0,19 Jun 1974 - 19:30 ,Group 4,Olympiastadion,Haiti,0.0,7.0,Poland
1974.0,19 Jun 1974 - 19:30 ,Group 4,Neckarstadion,Argentina,1.0,1.0,Italy
1974.0,22 Jun 1974 - 16:00 ,Group 2,Waldstadion,Scotland,1.0,1.0,Yugoslavia
1974.0,22 Jun 1974 - 16:00 ,Group 1,Olympiastadion,Australia,0.0,0.0,Chile
1974.0,22 Jun 1974 - 16:00 ,Group 2,Parkstadion,Zaire,0.0,3.0,Brazil
1974.0,22 June 1974 - 19:30 ,Group 1,Volksparkstadion,German DR,1.0,0.0,Germany FR
1974.0,23 Jun 1974 - 16:00 ,Group 3,Westfalenstadion,Bulgaria,1.0,4.0,Netherlands
1974.0,23 Jun 1974 - 16:00 ,Group 4,Olympiastadion,Argentina,4.0,1.0,Haiti
1974.0,23 Jun 1974 - 16:00 ,Group 3,Rheinstadion,Sweden,3.0,0.0,Uruguay
1974.0,23 Jun 1974 - 16:00 ,Group 4,Neckarstadion,Poland,2.0,1.0,Italy
1974.0,26 Jun 1974 - 16:00 ,Group B,Rheinstadion,Yugoslavia,0.0,2.0,Germany FR
1974.0,26 Jun 1974 - 19:30 ,Group A,Niedersachsenstadion,Brazil,1.0,0.0,German DR
1974.0,26 Jun 1974 - 19:30 ,Group A,Parkstadion,Netherlands,4.0,0.0,Argentina
1974.0,26 Jun 1974 - 19:30 ,Group B,Neckarstadion,Sweden,0.0,1.0,Poland
1974.0,30 Jun 1974 - 16:00 ,Group A,Niedersachsenstadion,Argentina,1.0,2.0,Brazil
1974.0,30 Jun 1974 - 16:00 ,Group B,Waldstadion,Poland,2.0,1.0,Yugoslavia
1974.0,30 Jun 1974 - 16:00 ,Group A,Parkstadion,German DR,0.0,2.0,Netherlands
1974.0,30 Jun 1974 - 19:30 ,Group B,Rheinstadion,Germany FR,4.0,2.0,Sweden
1974.0,03 Jul 1974 - 17:00 ,Group B,Waldstadion,Poland,0.0,1.0,Germany FR
1974.0,03 Jul 1974 - 19:30 ,Group A,Westfalenstadion,Netherlands,2.0,0.0,Brazil
1974.0,03 Jul 1974 - 19:30 ,Group A,Parkstadion,Argentina,1.0,1.0,German DR
1974.0,03 Jul 1974 - 19:30 ,Group B,Rheinstadion,Sweden,2.0,1.0,Yugoslavia
1974.0,06 Jul 1974 - 16:00 ,Match for third place,Olympiastadion,Brazil,0.0,1.0,Poland
1974.0,07 July 1974 - 16:00 ,Final,Olympiastadion,Netherlands,1.0,2.0,Germany FR
1978.0,01 Jun 1978 - 15:00 ,Group 2,El Monumental - Estadio Monumental Antonio Vespuci,Germany FR,0.0,0.0,Poland
1978.0,02 Jun 1978 - 13:45 ,Group 1,Estadio Jos� Mar�a Minella,Italy,2.0,1.0,France
1978.0,02 Jun 1978 - 16:45 ,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Tunisia,3.0,1.0,Mexico
1978.0,02 Jun 1978 - 19:15 ,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Argentina,2.0,1.0,Hungary
1978.0,03 Jun 1978 - 13:45 ,Group 3,Estadio Jos� Mar�a Minella,Sweden,1.0,1.0,Brazil
1978.0,03 Jun 1978 - 13:45 ,Group 3,Jose Amalfitani,Austria,2.0,1.0,Spain
1978.0,03 Jun 1978 - 16:45 ,Group 4,Estadio Ol�mpico Chateau Carreras,Peru,3.0,1.0,Scotland
1978.0,03 Jun 1978 - 16:45 ,Group 4,San Martin,Netherlands,3.0,0.0,IR Iran
1978.0,06 Jun 1978 - 13:45 ,Group 1,Estadio Jos� Mar�a Minella,Italy,3.0,1.0,Hungary
1978.0,06 Jun 1978 - 16:45 ,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Poland,1.0,0.0,Tunisia
1978.0,06 Jun 1978 - 16:45 ,Group 2,Estadio Ol�mpico Chateau Carreras,Germany FR,6.0,0.0,Mexico
1978.0,06 Jun 1978 - 19:15 ,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Argentina,2.0,1.0,France
1978.0,07 Jun 1978 - 13:45 ,Group 3,Estadio Jos� Mar�a Minella,Brazil,0.0,0.0,Spain
1978.0,07 Jun 1978 - 13:45 ,Group 3,Jose Amalfitani,Austria,1.0,0.0,Sweden
1978.0,07 Jun 1978 - 16:45 ,Group 4,Estadio Ol�mpico Chateau Carreras,Scotland,1.0,1.0,IR Iran
1978.0,07 Jun 1978 - 16:45 ,Group 4,San Martin,Netherlands,0.0,0.0,Peru
1978.0,10 Jun 1978 - 15:10 ,Group 1,Estadio Jos� Mar�a Minella,France,3.0,1.0,Hungary
1978.0,10 Jun 1978 - 16:45 ,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Poland,3.0,1.0,Mexico
1978.0,10 Jun 1978 - 16:45 ,Group 2,Estadio Ol�mpico Chateau Carreras,Germany FR,0.0,0.0,Tunisia
1978.0,10 Jun 1978 - 19:15 ,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Italy,1.0,0.0,Argentina
1978.0,11 Jun 1978 - 13:45 ,Group 3,Estadio Jos� Mar�a Minella,Brazil,1.0,0.0,Austria
1978.0,11 Jun 1978 - 13:45 ,Group 3,Jose Amalfitani,Spain,1.0,0.0,Sweden
1978.0,11 Jun 1978 - 16:45 ,Group 4,Estadio Ol�mpico Chateau Carreras,Peru,4.0,1.0,Iran
1978.0,11 Jun 1978 - 16:45 ,Group 4,San Martin,Scotland,3.0,2.0,Netherlands
1978.0,14 Jun 1978 - 13:45 ,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Germany FR,0.0,0.0,Italy
1978.0,14 Jun 1978 - 13:45 ,Group A,Estadio Ol�mpico Chateau Carreras,Netherlands,5.0,1.0,Austria
1978.0,14 Jun 1978 - 16:45 ,Group B,San Martin,Brazil,3.0,0.0,Peru
1978.0,14 Jun 1978 - 19:15 ,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Argentina,2.0,0.0,Poland
1978.0,18 Jun 1978 - 13:45 ,Group B,San Martin,Poland,1.0,0.0,Peru
1978.0,18 Jun 1978 - 16:45 ,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Italy,1.0,0.0,Austria
1978.0,18 Jun 1978 - 16:45 ,Group A,Estadio Ol�mpico Chateau Carreras,Germany FR,2.0,2.0,Netherlands
1978.0,18 Jun 1978 - 19:15 ,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Argentina,0.0,0.0,Brazil
1978.0,21 Jun 1978 - 13:45 ,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Netherlands,2.0,1.0,Italy
1978.0,21 Jun 1978 - 13:45 ,Group A,Estadio Ol�mpico Chateau Carreras,Austria,3.0,2.0,Germany FR
1978.0,21 Jun 1978 - 16:45 ,Group B,San Martin,Brazil,3.0,1.0,Poland
1978.0,21 Jun 1978 - 19:15 ,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Argentina,6.0,0.0,Peru
1978.0,24 Jun 1978 - 15:00 ,Match for third place,El Monumental - Estadio Monumental Antonio Vespuci,Brazil,2.0,1.0,Italy
1978.0,25 Jun 1978 - 15:00 ,Final,El Monumental - Estadio Monumental Antonio Vespuci,Argentina,3.0,1.0,Netherlands
1982.0,13 Jun 1982 - 20:00 ,Group 3,Camp Nou,Argentina,0.0,1.0,Belgium
1982.0,14 Jun 1982 - 17:15 ,Group 1,Estadio Municipal de Bala�dos,Italy,0.0,0.0,Poland
1982.0,14 Jun 1982 - 21:00 ,Group 6,Ramon Sanchez Pizjuan,Brazil,2.0,1.0,Soviet Union
1982.0,15 Jun 1982 - 17:15 ,Group 1,Riazor,Peru,0.0,0.0,Cameroon
1982.0,15 Jun 1982 - 21:00 ,Group 3,Nuevo Estadio,Hungary,10.0,1.0,El Salvador
1982.0,15 Jun 1982 - 21:00 ,Group 6,La Rosaleda,Scotland,5.0,2.0,New Zealand
1982.0,16 Jun 1982 - 17:15 ,Group 2,El Molinon,Germany FR,1.0,2.0,Algeria
1982.0,16 Jun 1982 - 17:15 ,Group 4,San Mames,England,3.0,1.0,France
1982.0,16 Jun 1982 - 21:00 ,Group 5,Luis Casanova,Spain,1.0,1.0,Honduras
1982.0,17 Jun 1982 - 17:15 ,Group 2,Carlos Tartiere,Chile,0.0,1.0,Austria
1982.0,17 Jun 1982 - 17:45 ,Group 4,Jose Zorrilla,Czechoslovakia,1.0,1.0,Kuwait
1982.0,17 Jun 1982 - 21:00 ,Group 5,La Romareda,Yugoslavia,0.0,0.0,Northern Ireland
1982.0,18 Jun 1982 - 17:15 ,Group 1,Estadio Municipal de Bala�dos,Italy,1.0,1.0,Peru
1982.0,18 Jun 1982 - 21:00 ,Group 3,Jose Rico Perez,Argentina,4.0,1.0,Hungary
1982.0,18 Jun 1982 - 21:00 ,Group 6,Benito Villamarin,Brazil,4.0,1.0,Scotland
1982.0,19 Jun 1982 - 19:15 ,Group 1,Riazor,Poland,0.0,0.0,Cameroon
1982.0,19 Jun 1982 - 21:00 ,Group 3,Nuevo Estadio,Belgium,1.0,0.0,El Salvador
1982.0,19 Jun 1982 - 21:00 ,Group 6,La Rosaleda,Soviet Union,3.0,0.0,New Zealand
1982.0,20 Jun 1982 - 17:15 ,Group 2,El Molinon,Germany FR,4.0,1.0,Chile
1982.0,20 Jun 1982 - 17:15 ,Group 4,San Mames,England,2.0,0.0,Czechoslovakia
1982.0,20 Jun 1982 - 21:00 ,Group 5,Luis Casanova,Spain,2.0,1.0,Yugoslavia
1982.0,21 Jun 1982 - 17:15 ,Group 2,Carlos Tartiere,Algeria,0.0,2.0,Austria
1982.0,21 Jun 1982 - 17:15 ,Group 4,Jose Zorrilla,France,4.0,1.0,Kuwait
1982.0,21 Jun 1982 - 21:00 ,Group 5,La Romareda,Honduras,1.0,1.0,Northern Ireland
1982.0,22 Jun 1982 - 17:15 ,Group 1,Riazor,Poland,5.0,1.0,Peru
1982.0,22 Jun 1982 - 21:00 ,Group 3,Nuevo Estadio,Belgium,1.0,1.0,Hungary
1982.0,22 Jun 1982 - 21:00 ,Group 6,La Rosaleda,Soviet Union,2.0,2.0,Scotland
1982.0,23 Jun 1982 - 17:15 ,Group 1,Estadio Municipal de Bala�dos,Italy,1.0,1.0,Cameroon
1982.0,23 Jun 1982 - 21:00 ,Group 3,Jose Rico Perez,Argentina,2.0,0.0,El Salvador
1982.0,23 Jun 1982 - 21:00 ,Group 6,Benito Villamarin,Brazil,4.0,0.0,New Zealand
1982.0,24 Jun 1982 - 17:15 ,Group 2,Carlos Tartiere,Algeria,3.0,2.0,Chile
1982.0,24 Jun 1982 - 17:15 ,Group 4,Jose Zorrilla,France,1.0,1.0,Czechoslovakia
1982.0,24 Jun 1982 - 21:00 ,Group 5,La Romareda,Honduras,0.0,1.0,Yugoslavia
1982.0,25 Jun 1982 - 17:15 ,Group 2,El Molinon,Germany FR,1.0,0.0,Austria
1982.0,25 Jun 1982 - 17:15 ,Group 4,San Mames,England,1.0,0.0,Kuwait
1982.0,25 Jun 1982 - 21:00 ,Group 5,Luis Casanova,Northern Ireland,1.0,0.0,Spain
1982.0,28 Jun 1982 - 17:15 ,Group 4,Vicente Calderon,Austria,0.0,1.0,France
1982.0,28 Jun 1982 - 21:00 ,Group 1,Camp Nou,Poland,3.0,0.0,Belgium
1982.0,29 Jun 1982 - 17:15 ,Group 3,Sarria,Italy,2.0,1.0,Argentina
1982.0,29 Jun 1982 - 21:00 ,Group 2,Santiago Bernabeu,Germany FR,0.0,0.0,England
1982.0,01 Jul 1982 - 17:15 ,Group 4,Vicente Calderon,Austria,2.0,2.0,Northern Ireland
1982.0,01 Jul 1982 - 21:00 ,Group 1,Camp Nou,Belgium,0.0,1.0,Soviet Union
1982.0,02 Jul 1982 - 17:15 ,Group 3,Sarria,Argentina,1.0,3.0,Brazil
1982.0,02 Jul 1982 - 21:00 ,Group 2,Santiago Bernabeu,Germany FR,2.0,1.0,Spain
1982.0,04 Jul 1982 - 17:15 ,Group 4,Vicente Calderon,France,4.0,1.0,Northern Ireland
1982.0,04 Jul 1982 - 21:00 ,Group 1,Camp Nou,Poland,0.0,0.0,Soviet Union
1982.0,05 Jul 1982 - 17:15 ,Group 3,Sarria,Italy,3.0,2.0,Brazil
1982.0,05 Jul 1982 - 21:00 ,Group 2,Santiago Bernabeu,Spain,0.0,0.0,England
1982.0,08 Jul 1982 - 17:15 ,Semi-finals,Camp Nou,Poland,0.0,2.0,Italy
1982.0,08 Jul 1982 - 21:00 ,Semi-finals,Ramon Sanchez Pizjuan,Germany FR,3.0,3.0,France
1982.0,10 Jul 1982 - 20:00 ,Match for third place,Jose Rico Perez,Poland,3.0,2.0,France
1982.0,11 Jul 1982 - 20:00 ,Final,Santiago Bernabeu,Italy,3.0,1.0,Germany FR
1986.0,31 May 1986 - 12:00 ,Group A,Estadio Azteca,Bulgaria,1.0,1.0,Italy
1986.0,01 Jun 1986 - 16:00 ,Group C,Nou Camp - Estadio Le�n,Canada,0.0,1.0,France
1986.0,01 Jun 1986 - 12:00 ,Group D,Jalisco,Spain,0.0,1.0,Brazil
1986.0,02 Jun 1986 - 12:00 ,Group C,Estadio Irapuato,Soviet Union,6.0,0.0,Hungary
1986.0,02 Jun 1986 - 12:00 ,Group A,Estadio Ol�mpico Universitario,Argentina,3.0,1.0,Korea Republic
1986.0,02 Jun 1986 - 16:00 ,Group F,Estadio Universitario,Morocco,0.0,0.0,Poland
1986.0,03 Jun 1986 - 12:00 ,Group D,Tres de Marzo,Algeria,1.0,1.0,Northern Ireland
1986.0,03 Jun 1986 - 12:00 ,Group B,Estadio Azteca,Belgium,1.0,2.0,Mexico
1986.0,03 Jun 1986 - 16:00 ,Group F,Tecnologico,Portugal,1.0,0.0,England
1986.0,04 Jun 1986 - 12:00 ,Group B,Bombonera - Estadio Nemesio Diez,Paraguay,1.0,0.0,Iraq
1986.0,04 Jun 1986 - 16:00 ,Group E,Neza,Scotland,0.0,1.0,Denmark
1986.0,04 Jun 1986 - 12:00 ,Group E,Estadio Corregidora,Uruguay,1.0,1.0,Germany FR
1986.0,05 Jun 1986 - 12:00 ,Group A,Cuauhtemoc,Italy,1.0,1.0,Argentina
1986.0,05 Jun 1986 - 12:00 ,Group C,Nou Camp - Estadio Le�n,France,1.0,1.0,Soviet Union
1986.0,05 Jun 1986 - 16:00 ,Group A,Estadio Ol�mpico Universitario,Korea Republic,1.0,1.0,Bulgaria
1986.0,06 Jun 1986 - 12:00 ,Group C,Estadio Irapuato,Hungary,2.0,0.0,Canada
1986.0,06 Jun 1986 - 12:00 ,Group D,Jalisco,Brazil,1.0,0.0,Algeria
1986.0,06 Jun 1986 - 16:00 ,Group F,Tecnologico,England,0.0,0.0,Morocco
1986.0,07 Jun 1986 - 12:00 ,Group D,Tres de Marzo,Northern Ireland,1.0,2.0,Spain
1986.0,07 Jun 1986 - 12:00 ,Group B,Estadio Azteca,Mexico,1.0,1.0,Paraguay
1986.0,07 Jun 1986 - 16:00 ,Group F,Estadio Universitario,Poland,1.0,0.0,Portugal
1986.0,08 Jun 1986 - 12:00 ,Group B,Bombonera - Estadio Nemesio Diez,Iraq,1.0,2.0,Belgium
1986.0,08 Jun 1986 - 16:00 ,Group E,Neza,Denmark,6.0,1.0,Uruguay
1986.0,08 Jun 1986 - 12:00 ,Group E,Estadio Corregidora,Germany FR,2.0,1.0,Scotland
1986.0,09 Jun 1986 - 12:00 ,Group C,Nou Camp - Estadio Le�n,Hungary,0.0,3.0,France
1986.0,09 Jun 1986 - 12:00 ,Group C,Estadio Irapuato,Soviet Union,2.0,0.0,Canada
1986.0,10 Jun 1986 - 12:00 ,Group A,Cuauhtemoc,Korea Republic,2.0,3.0,Italy
1986.0,10 Jun 1986 - 12:00 ,Group A,Estadio Ol�mpico Universitario,Argentina,2.0,0.0,Bulgaria
1986.0,11 Jun 1986 - 12:00 ,Group B,Bombonera - Estadio Nemesio Diez,Paraguay,2.0,2.0,Belgium
1986.0,11 Jun 1986 - 12:00 ,Group B,Estadio Azteca,Iraq,0.0,1.0,Mexico
1986.0,11 Jun 1986 - 16:00 ,Group F,Tres de Marzo,Portugal,1.0,3.0,Morocco
1986.0,11 Jun 1986 - 16:00 ,Group F,Tecnologico,England,3.0,0.0,Poland
1986.0,12 Jun 1986 - 12:00 ,Group D,Jalisco,Northern Ireland,0.0,3.0,Brazil
1986.0,12 Jun 1986 - 12:00 ,Group D,Tecnologico,Algeria,0.0,3.0,Spain
1986.0,13 Jun 1986 - 12:00 ,Group E,Neza,Scotland,0.0,0.0,Uruguay
1986.0,13 Jun 1986 - 12:00 ,Group E,Estadio Corregidora,Denmark,2.0,0.0,Germany FR
1986.0,15 Jun 1986 - 16:00 ,Round of 16,Nou Camp - Estadio Le�n,Soviet Union,3.0,4.0,Belgium
1986.0,15 Jun 1986 - 12:00 ,Round of 16,Estadio Azteca,Mexico,2.0,0.0,Bulgaria
1986.0,16 Jun 1986 - 16:00 ,Round of 16,Cuauhtemoc,Argentina,1.0,0.0,Uruguay
1986.0,16 Jun 1986 - 12:00 ,Round of 16,Jalisco,Brazil,4.0,0.0,Poland
1986.0,17 Jun 1986 - 12:00 ,Round of 16,Estadio Ol�mpico Universitario,Italy,0.0,2.0,France
1986.0,17 Jun 1986 - 16:00 ,Round of 16,Estadio Universitario,Morocco,0.0,1.0,Germany FR
1986.0,18 Jun 1986 - 12:00 ,Round of 16,Estadio Azteca,England,3.0,0.0,Paraguay
1986.0,18 Jun 1986 - 16:00 ,Round of 16,Estadio Corregidora,Denmark,1.0,5.0,Spain
1986.0,21 Jun 1986 - 12:00 ,Quarter-finals,Jalisco,Brazil,1.0,1.0,France
1986.0,21 Jun 1986 - 16:00 ,Quarter-finals,Estadio Universitario,Germany FR,0.0,0.0,Mexico
1986.0,22 Jun 1986 - 16:00 ,Quarter-finals,Cuauhtemoc,Spain,1.0,1.0,Belgium
1986.0,22 Jun 1986 - 12:00 ,Quarter-finals,Estadio Azteca,Argentina,2.0,1.0,England
1986.0,25 Jun 1986 - 12:00 ,Semi-finals,Jalisco,France,0.0,2.0,Germany FR
1986.0,25 Jun 1986 - 16:00 ,Semi-finals,Estadio Azteca,Argentina,2.0,0.0,Belgium
1986.0,28 Jun 1986 - 12:00 ,Match for third place,Cuauhtemoc,France,4.0,2.0,Belgium
1986.0,29 Jun 1986 - 12:00 ,Final,Estadio Azteca,Argentina,3.0,2.0,Germany FR
1990.0,08 Jun 1990 - 18:00 ,Group B,Giuseppe Meazza,Argentina,0.0,1.0,Cameroon
1990.0,09 Jun 1990 - 17:00 ,Group B,Stadio San Nicola,Soviet Union,0.0,2.0,Romania
1990.0,09 Jun 1990 - 17:00 ,Group D,Renato Dall Ara,"rn"">United Arab Emirates",0.0,2.0,Colombia
1990.0,09 Jun 1990 - 21:00 ,Group A,Stadio Olimpico,Italy,1.0,0.0,Austria
1990.0,10 Jun 1990 - 17:00 ,Group A,Comunale,USA,1.0,5.0,Czechoslovakia
1990.0,10 Jun 1990 - 21:00 ,Group C,Stadio delle Alpi,Brazil,2.0,1.0,Sweden
1990.0,10 Jun 1990 - 21:00 ,Group D,Giuseppe Meazza,Germany FR,4.0,1.0,Yugoslavia
1990.0,11 Jun 1990 - 17:00 ,Group C,Luigi Ferraris,Costa Rica,1.0,0.0,Scotland
1990.0,11 Jun 1990 - 21:00 ,Group F,Sant Elia,England,1.0,1.0,"rn"">Republic of Ireland"
1990.0,12 Jun 1990 - 17:00 ,Group E,Marc Antonio Bentegodi,Belgium,2.0,0.0,Korea Republic
1990.0,12 Jun 1990 - 21:00 ,Group F,Della Favorita,Netherlands,1.0,1.0,Egypt
1990.0,13 Jun 1990 - 17:00 ,Group E,Dacia Arena,Uruguay,0.0,0.0,Spain
1990.0,13 Jun 1990 - 21:00 ,Group B,San Paolo,Argentina,2.0,0.0,Soviet Union
1990.0,14 Jun 1990 - 17:00 ,Group B,Stadio San Nicola,Cameroon,2.0,1.0,Romania
1990.0,14 Jun 1990 - 17:00 ,Group D,Renato Dall Ara,Yugoslavia,1.0,0.0,Colombia
1990.0,14 Jun 1990 - 21:00 ,Group A,Stadio Olimpico,Italy,1.0,0.0,USA
1990.0,15 Jun 1990 - 17:00 ,Group A,Comunale,Austria,0.0,1.0,Czechoslovakia
1990.0,15 Jun 1990 - 21:00 ,Group D,Giuseppe Meazza,Germany FR,5.0,1.0,"rn"">United Arab Emirates"
1990.0,16 Jun 1990 - 17:00 ,Group C,Stadio delle Alpi,Brazil,1.0,0.0,Costa Rica
1990.0,16 Jun 1990 - 21:00 ,Group C,Luigi Ferraris,Sweden,1.0,2.0,Scotland
1990.0,16 Jun 1990 - 21:00 ,Group F,Sant Elia,England,0.0,0.0,Netherlands
1990.0,17 Jun 1990 - 17:00 ,Group F,Della Favorita,"rn"">Republic of Ireland",0.0,0.0,Egypt
1990.0,17 Jun 1990 - 21:00 ,Group E,Dacia Arena,Korea Republic,1.0,3.0,Spain
1990.0,17 Jun 1990 - 21:00 ,Group E,Marc Antonio Bentegodi,Belgium,3.0,1.0,Uruguay
1990.0,18 Jun 1990 - 21:00 ,Group B,San Paolo,Argentina,1.0,1.0,Romania
1990.0,18 Jun 1990 - 21:00 ,Group B,Stadio San Nicola,Cameroon,0.0,4.0,Soviet Union
1990.0,19 Jun 1990 - 17:00 ,Group D,Giuseppe Meazza,Germany FR,1.0,1.0,Colombia
1990.0,19 Jun 1990 - 17:00 ,Group D,Renato Dall Ara,Yugoslavia,4.0,1.0,"rn"">United Arab Emirates"
1990.0,19 Jun 1990 - 21:00 ,Group A,Stadio Olimpico,Italy,2.0,0.0,Czechoslovakia
1990.0,19 Jun 1990 - 21:00 ,Group A,Comunale,Austria,2.0,1.0,USA
1990.0,20 Jun 1990 - 21:00 ,Group C,Stadio delle Alpi,Brazil,1.0,0.0,Scotland
1990.0,20 Jun 1990 - 21:00 ,Group C,Luigi Ferraris,Sweden,1.0,2.0,Costa Rica
1990.0,21 Jun 1990 - 17:00 ,Group E,Friuli,Korea Republic,0.0,1.0,Uruguay
1990.0,21 Jun 1990 - 17:00 ,Group E,Marc Antonio Bentegodi,Belgium,1.0,2.0,Spain
1990.0,21 Jun 1990 - 21:00 ,Group F,Della Favorita,"rn"">Republic of Ireland",1.0,1.0,Netherlands
1990.0,21 Jun 1990 - 21:00 ,Group F,Sant Elia,England,1.0,0.0,Egypt
1990.0,23 Jun 1990 - 17:00 ,Round of 16,San Paolo,Cameroon,2.0,1.0,Colombia
1990.0,23 Jun 1990 - 21:00 ,Round of 16,Stadio San Nicola,Czechoslovakia,4.0,1.0,Costa Rica
1990.0,24 Jun 1990 - 17:00 ,Round of 16,Stadio delle Alpi,Brazil,0.0,1.0,Argentina
1990.0,24 Jun 1990 - 21:00 ,Round of 16,Giuseppe Meazza,Germany FR,2.0,1.0,Netherlands
1990.0,25 Jun 1990 - 17:00 ,Round of 16,Luigi Ferraris,"rn"">Republic of Ireland",0.0,0.0,Romania
1990.0,25 Jun 1990 - 21:00 ,Round of 16,Stadio Olimpico,Italy,2.0,0.0,Uruguay
1990.0,26 Jun 1990 - 17:00 ,Round of 16,Marc Antonio Bentegodi,Spain,1.0,2.0,Yugoslavia
